Day,State,Weather
1400,2,Облачно
1401,2,Облачно
1402,2,Облачно
1403,2,Облачно
1404,2,Облачно
1405,2,Облачно
1406,2,Облачно
1407,2,Облачно
1408,2,Облачно
1409,2,Облачно
1410,2,Облачно
1411,3,Пасмурно
1412,2,Облачно
1413,2,Облачно
1414,4,Дождь
1415,4,Дождь
1416,4,Дождь
1417,4,Дождь
1418,4,Дождь
1419,4,Дождь
1420,4,Дождь
1421,4,Дождь
1422,4,Дождь
1423,4,Дождь
1424,4,Дождь
1425,4,Дождь
1426,4,Дождь
1427,4,Дождь
1428,4,Дождь
1429,4,Дождь
1430,2,Облачно
1431,4,Дождь
1432,4,Дождь
1433,4,Дождь
1434,4,Дождь
1435,3,Пасмурно
1436,3,Пасмурно
1437,3,Пасмурно
1438,3,Пасмурно
1439,3,Пасмурно
1440,2,Облачно
1441,2,Облачно
1442,2,Облачно
1443,2,Облачно
1444,2,Облачно
1445,2,Облачно
1446,2,Облачно
1447,2,Облачно
1448,2,Облачно
1449,2,Облачно
1450,2,Облачно
1451,2,Облачно
1452,2,Облачно
1453,3,Пасмурно
1454,3,Пасмурно
1455,3,Пасмурно
1456,3,Пасмурно
1457,3,Пасмурно
1458,3,Пасмурно
1459,3,Пасмурно
1460,3,Пасмурно
1461,3,Пасмурно
1462,3,Пасмурно
1463,1,Ясно
1464,2,Облачно
1465,2,Облачно
1466,2,Облачно
1467,2,Облачно
1468,3,Пасмурно
1469,4,Дождь
1470,1,Ясно
1471,1,Ясно
1472,3,Пасмурно
1473,3,Пасмурно
1474,3,Пасмурно
1475,2,Облачно
1476,2,Облачно
1477,2,Облачно
1478,2,Облачно
1479,3,Пасмурно
1480,3,Пасмурно
1481,3,Пасмурно
1482,2,Облачно
1483,3,Пасмурно
1484,3,Пасмурно
1485,3,Пасмурно
1486,3,Пасмурно
1487,3,Пасмурно
1488,4,Дождь
1489,4,Дождь
1490,4,Дождь
1491,3,Пасмурно
1492,3,Пасмурно
1493,2,Облачно
1494,2,Облачно
1495,2,Облачно
1496,2,Облачно
1497,2,Облачно
1498,2,Облачно
1499,3,Пасмурно
1500,3,Пасмурно
1501,3,Пасмурно
1502,3,Пасмурно
1503,3,Пасмурно
1504,3,Пасмурно
1505,3,Пасмурно
1506,3,Пасмурно
1507,3,Пасмурно
1508,4,Дождь
1509,4,Дождь
1510,3,Пасмурно
1511,1,Ясно
1512,2,Облачно
1513,2,Облачно
1514,2,Облачно
1515,2,Облачно
1516,2,Облачно
1517,2,Облачно
1518,2,Облачно
1519,3,Пасмурно
1520,3,Пасмурно
1521,3,Пасмурно
1522,3,Пасмурно
1523,3,Пасмурно
1524,4,Дождь
1525,3,Пасмурно
1526,4,Дождь
1527,4,Дождь
1528,2,Облачно
1529,2,Облачно
1530,2,Облачно
1531,2,Облачно
1532,4,Дождь
1533,4,Дождь
1534,4,Дождь
1535,4,Дождь
1536,4,Дождь
1537,4,Дождь
1538,4,Дождь
1539,4,Дождь
1540,4,Дождь
1541,4,Дождь
1542,1,Ясно
1543,1,Ясно
1544,2,Облачно
1545,1,Ясно
1546,1,Ясно
1547,1,Ясно
1548,1,Ясно
1549,1,Ясно
1550,1,Ясно
1551,1,Ясно
1552,1,Ясно
1553,1,Ясно
1554,1,Ясно
1555,1,Ясно
1556,3,Пасмурно
1557,3,Пасмурно
1558,1,Ясно
1559,4,Дождь
1560,3,Пасмурно
1561,3,Пасмурно
1562,3,Пасмурно
1563,3,Пасмурно
1564,3,Пасмурно
1565,3,Пасмурно
1566,3,Пасмурно
1567,2,Облачно
1568,2,Облачно
1569,2,Облачно
1570,1,Ясно
1571,2,Облачно
1572,2,Облачно
1573,2,Облачно
1574,2,Облачно
1575,4,Дождь
1576,4,Дождь
1577,4,Дождь
1578,4,Дождь
1579,4,Дождь
1580,4,Дождь
1581,2,Облачно
1582,2,Облачно
1583,2,Облачно
1584,2,Облачно
1585,2,Облачно
1586,2,Облачно
1587,2,Облачно
1588,1,Ясно
1589,4,Дождь
1590,4,Дождь
1591,4,Дождь
1592,4,Дождь
1593,4,Дождь
1594,4,Дождь
1595,4,Дождь
1596,4,Дождь
1597,4,Дождь
1598,4,Дождь
1599,4,Дождь
1600,4,Дождь
1601,4,Дождь
1602,4,Дождь
1603,4,Дождь
1604,4,Дождь
1605,4,Дождь
1606,1,Ясно
1607,3,Пасмурно
1608,3,Пасмурно
1609,3,Пасмурно
1610,2,Облачно
1611,2,Облачно
1612,1,Ясно
1613,2,Облачно
1614,2,Облачно
1615,3,Пасмурно
1616,3,Пасмурно
1617,3,Пасмурно
1618,3,Пасмурно
1619,3,Пасмурно
1620,4,Дождь
1621,1,Ясно
1622,1,Ясно
1623,1,Ясно
1624,1,Ясно
1625,1,Ясно
1626,4,Дождь
1627,4,Дождь
1628,4,Дождь
1629,4,Дождь
1630,4,Дождь
1631,1,Ясно
1632,1,Ясно
1633,1,Ясно
1634,1,Ясно
1635,1,Ясно
1636,1,Ясно
1637,1,Ясно
1638,1,Ясно
1639,1,Ясно
1640,1,Ясно
1641,1,Ясно
1642,1,Ясно
1643,1,Ясно
1644,1,Ясно
1645,1,Ясно
1646,4,Дождь
1647,4,Дождь
1648,4,Дождь
1649,4,Дождь
1650,4,Дождь
1651,1,Ясно
1652,2,Облачно
1653,4,Дождь
1654,4,Дождь
1655,4,Дождь
1656,4,Дождь
1657,2,Облачно
1658,3,Пасмурно
1659,3,Пасмурно
1660,2,Облачно
1661,2,Облачно
1662,4,Дождь
1663,4,Дождь
1664,4,Дождь
1665,4,Дождь
1666,4,Дождь
1667,4,Дождь
1668,4,Дождь
1669,4,Дождь
1670,1,Ясно
1671,4,Дождь
1672,4,Дождь
